DATETIME,SKT_DATE,SKT_TIME,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,SP,WD,WS,TEMP,HUM,PM2_5
2024-09-10 05:00:00,2024-09-10,05:00,0.001,0.001,0.014,0.015,,0.004,0.15,2.02,2.17,0.009,,CALM,0.4,27.1,84.0,6.0
2024-09-10 06:00:00,2024-09-10,06:00,0.001,0.001,0.015,0.016,,0.004,0.25,2.06,2.31,0.009,,SSE,0.9,27.2,84.0,5.0
2024-09-10 07:00:00,2024-09-10,07:00,0.002,0.006,0.013,0.019,,0.006,0.25,2.05,2.3,0.007,,NE,1.2,27.5,81.0,6.0
2024-09-10 08:00:00,2024-09-10,08:00,0.002,0.01,0.013,0.023,,0.006,0.16,2.05,2.21,0.0,,NNE,1.3,28.4,75.0,6.0
2024-09-10 09:00:00,2024-09-10,09:00,0.002,0.008,0.013,0.021,,0.011,0.18,2.04,2.22,0.005,,SW,1.3,29.5,69.0,6.0
2024-09-10 10:00:00,2024-09-10,10:00,0.003,0.009,0.016,0.025,,0.015,0.19,2.0,2.19,0.03,,S,2.0,31.1,67.0,13.0
2024-09-10 11:00:00,2024-09-10,11:00,0.002,0.006,0.012,0.018,,0.017,0.16,1.99,2.15,0.001,,S,1.7,31.3,60.0,8.0
2024-09-10 12:00:00,2024-09-10,12:00,0.001,0.003,0.007,0.01,,0.02,0.11,1.96,2.07,0.0,,S,2.3,32.2,53.0,5.0
2024-09-10 13:00:00,2024-09-10,13:00,0.001,0.002,0.007,0.009,,0.031,0.09,1.96,2.05,0.015,,SSE,3.6,32.9,55.0,7.0
2024-09-10 14:00:00,2024-09-10,14:00,0.001,0.001,0.008,0.009,,0.043,0.11,1.97,2.08,0.034,,SSE,3.2,32.4,58.0,9.0
2024-09-10 15:00:00,2024-09-10,15:00,0.001,0.001,0.007,0.008,,0.03,0.11,1.95,2.06,0.001,,S,4.4,33.3,52.0,4.0
2024-09-10 16:00:00,2024-09-10,16:00,0.0,0.001,0.004,0.005,,0.017,0.07,1.93,2.0,0.008,,SSW,4.6,32.9,52.0,2.0
2024-09-10 17:00:00,2024-09-10,17:00,0.0,0.001,0.004,0.005,,0.014,0.07,1.93,2.0,0.008,,SSE,3.2,31.8,59.0,4.0
2024-09-10 18:00:00,2024-09-10,18:00,0.0,0.001,0.004,0.005,,0.012,0.08,1.93,2.01,0.009,,SSW,2.7,31.0,63.0,0.0
2024-09-10 19:00:00,2024-09-10,19:00,0.0,0.0,0.004,0.004,,0.015,0.08,1.95,2.03,0.037,,SSE,2.4,29.8,72.0,2.0
2024-09-10 20:00:00,2024-09-10,20:00,0.0,0.0,0.007,0.007,,0.013,0.11,1.97,2.08,0.013,,S,2.8,29.5,77.0,4.0
2024-09-10 21:00:00,2024-09-10,21:00,0.001,0.001,0.01,0.011,,0.005,0.12,1.95,2.07,0.011,,S,3.0,29.1,81.0,4.0
2024-09-10 22:00:00,2024-09-10,22:00,0.0,0.001,0.007,0.008,,0.007,0.1,1.94,2.04,0.001,,SSW,3.6,29.0,78.0,3.0
2024-09-10 23:00:00,2024-09-10,23:00,0.0,0.0,0.005,0.005,,0.008,0.08,1.92,2.0,0.009,,SSW,3.2,29.0,80.0,1.0
2024-09-11 00:00:00,2024-09-11,00:00,0.0,0.0,0.005,0.005,,0.008,0.07,1.92,1.99,0.011,,SSW,2.8,28.7,82.0,3.0
2024-09-11 01:00:00,2024-09-11,01:00,0.0,0.0,0.004,0.004,,0.008,0.06,1.91,1.97,0.007,,SSE,2.3,28.5,83.0,2.0
2024-09-11 02:00:00,2024-09-11,02:00,0.0,0.0,0.004,0.004,,0.009,0.07,1.91,1.98,0.0,,SSE,1.9,28.3,81.0,2.0
2024-09-11 03:00:00,2024-09-11,03:00,0.0,0.0,0.003,0.003,,0.009,0.07,1.92,1.99,0.001,,S,1.9,28.2,84.0,4.0
2024-09-11 04:00:00,2024-09-11,04:00,0.0,0.0,0.003,0.003,,0.008,0.06,1.91,1.97,0.0,,SSW,2.0,28.0,82.0,2.0
2024-09-11 05:00:00,2024-09-11,05:00,0.0,0.0,0.004,0.004,,0.007,0.08,1.92,2.0,0.005,,SW,1.1,27.4,84.0,4.0
2024-09-11 06:00:00,2024-09-11,06:00,0.0,0.001,0.007,0.008,,0.006,0.16,1.94,2.1,0.0,,SSW,1.3,27.3,81.0,4.0
2024-09-11 07:00:00,2024-09-11,07:00,0.0,0.005,0.008,0.013,,0.006,0.18,1.96,2.14,0.013,,SSW,1.4,27.6,81.0,7.0
2024-09-11 08:00:00,2024-09-11,08:00,0.001,0.004,0.007,0.011,,0.011,0.15,1.96,2.11,0.009,,WSW,1.3,28.9,77.0,7.0
2024-09-11 09:00:00,2024-09-11,09:00,0.0,0.002,0.006,0.008,,0.024,0.13,1.95,2.08,0.012,,WSW,1.1,29.9,72.0,12.0
2024-09-11 10:00:00,2024-09-11,10:00,0.001,0.001,0.006,0.007,,0.033,0.12,1.95,2.07,0.008,,WSW,0.8,31.1,64.0,10.0
2024-09-11 11:00:00,2024-09-11,11:00,0.001,0.002,0.009,0.011,,0.031,0.13,1.95,2.08,0.017,,S,2.6,32.7,62.0,7.0
2024-09-11 12:00:00,2024-09-11,12:00,0.001,0.004,0.01,0.014,,0.024,0.12,1.93,2.05,0.002,,SSE,4.9,32.5,61.0,7.0
2024-09-11 13:00:00,2024-09-11,13:00,0.001,,,,,,,,,,,SSE,3.7,33.6,59.0,
2024-09-11 14:00:00,2024-09-11,14:00,0.001,0.002,0.007,0.009,,0.026,0.15,1.9,2.05,0.011,,SSE,3.7,33.2,61.0,8.0
2024-09-11 15:00:00,2024-09-11,15:00,0.001,0.002,0.005,0.007,,0.023,0.1,1.9,2.0,0.004,,SSW,3.5,33.4,58.0,6.0
2024-09-11 16:00:00,2024-09-11,16:00,0.001,0.001,0.003,0.004,,0.022,0.07,1.89,1.96,0.004,,SSW,4.8,32.8,62.0,4.0
2024-09-11 17:00:00,2024-09-11,17:00,0.0,0.001,0.003,0.004,,0.018,0.07,1.88,1.95,0.008,,SSW,4.7,31.5,68.0,4.0
2024-09-11 18:00:00,2024-09-11,18:00,0.0,0.0,0.002,0.002,,0.015,0.07,1.88,1.95,0.011,,SSW,4.2,30.5,71.0,1.0
2024-09-11 19:00:00,2024-09-11,19:00,0.0,0.0,0.003,0.003,,0.012,0.07,1.89,1.96,0.011,,S,3.6,29.8,76.0,1.0
2024-09-11 20:00:00,2024-09-11,20:00,0.0,0.001,0.007,0.008,,0.007,0.1,1.91,2.01,0.001,,SSE,2.4,29.7,75.0,5.0
2024-09-11 21:00:00,2024-09-11,21:00,0.0,0.001,0.007,0.008,,0.007,0.11,1.92,2.03,0.013,,SSE,2.1,29.5,78.0,4.0
2024-09-11 22:00:00,2024-09-11,22:00,0.0,0.0,0.005,0.005,,0.009,0.09,1.91,2.0,0.011,,S,3.1,29.4,79.0,5.0
2024-09-11 23:00:00,2024-09-11,23:00,0.0,0.0,0.004,0.004,,0.009,0.07,1.9,1.97,0.011,,S,1.8,29.3,79.0,2.0
2024-09-12 00:00:00,2024-09-12,00:00,0.0,0.0,0.005,0.005,,0.008,0.09,1.9,1.99,0.006,,SSE,1.6,29.0,80.0,5.0
2024-09-12 01:00:00,2024-09-12,01:00,0.0,0.0,0.006,0.006,,0.007,0.09,1.92,2.01,0.0,,SSW,2.2,28.8,79.0,4.0
2024-09-12 02:00:00,2024-09-12,02:00,0.0,0.0,0.004,0.004,,0.008,0.08,1.9,1.98,0.007,,SSW,1.4,28.5,80.0,3.0
2024-09-12 03:00:00,2024-09-12,03:00,0.0,0.0,0.004,0.004,,0.007,0.08,1.9,1.98,0.0,,S,1.0,28.4,81.0,5.0
2024-09-12 04:00:00,2024-09-12,04:00,0.0,0.0,0.004,0.004,,0.006,0.09,1.9,1.99,0.004,,SSW,2.6,28.2,81.0,6.0
2024-09-12 05:00:00,2024-09-12,05:00,0.0,0.0,0.004,0.004,,0.007,0.1,1.9,2.0,0.009,,SSW,0.9,28.2,82.0,4.0
2024-09-12 06:00:00,2024-09-12,06:00,0.0,0.001,0.006,0.007,,0.005,0.14,1.91,2.05,0.012,,CALM,0.3,28.0,84.0,4.0
2024-09-12 07:00:00,2024-09-12,07:00,0.0,0.003,0.009,0.012,,0.007,0.19,1.94,2.13,0.007,,CALM,0.4,28.6,81.0,8.0
2024-09-12 08:00:00,2024-09-12,08:00,0.0,0.004,0.008,0.012,,0.012,0.17,1.94,2.11,0.01,,SSW,1.2,29.8,75.0,7.0
2024-09-12 09:00:00,2024-09-12,09:00,0.001,0.003,0.007,0.01,,0.019,0.16,1.93,2.09,0.005,,S,2.2,31.0,69.0,8.0
2024-09-12 10:00:00,2024-09-12,10:00,0.002,0.003,0.01,0.013,,0.021,0.16,1.92,2.08,0.015,,SSW,2.5,32.1,66.0,10.0
2024-09-12 11:00:00,2024-09-12,11:00,0.002,0.003,0.012,0.015,,0.026,0.15,1.92,2.07,0.013,,SSW,3.3,32.2,65.0,9.0
2024-09-12 12:00:00,2024-09-12,12:00,0.002,0.002,0.01,0.012,,0.037,0.14,1.91,2.05,0.008,,SSE,4.4,33.1,60.0,11.0
2024-09-12 13:00:00,2024-09-12,13:00,0.002,0.003,0.01,0.013,,0.03,0.13,1.92,2.05,0.017,,SSE,4.2,34.0,59.0,10.0
2024-09-12 14:00:00,2024-09-12,14:00,0.001,0.003,0.009,0.012,,0.029,0.11,1.9,2.01,0.001,,S,3.4,33.7,54.0,6.0
2024-09-12 15:00:00,2024-09-12,15:00,0.001,0.001,0.005,0.006,,0.027,0.1,1.89,1.99,0.024,,SSW,5.9,33.2,59.0,3.0
2024-09-12 16:00:00,2024-09-12,16:00,0.0,0.001,0.004,0.005,,0.026,0.06,1.88,1.94,0.014,,SSW,5.7,31.8,64.0,5.0
2024-09-12 17:00:00,2024-09-12,17:00,0.0,0.001,0.003,0.004,,0.022,0.06,1.87,1.93,0.012,,SSW,5.3,31.0,69.0,3.0
2024-09-12 18:00:00,2024-09-12,18:00,0.0,0.0,0.003,0.003,,0.017,0.07,1.88,1.95,0.008,,SSW,3.9,29.9,74.0,1.0
2024-09-12 19:00:00,2024-09-12,19:00,0.0,0.0,0.004,0.004,,0.013,0.07,1.89,1.96,0.001,,SSW,2.6,30.0,72.0,2.0
2024-09-12 20:00:00,2024-09-12,20:00,0.0,0.0,0.004,0.004,,0.012,0.08,1.9,1.98,0.002,,SSE,2.8,29.7,70.0,3.0
2024-09-12 21:00:00,2024-09-12,21:00,0.0,0.0,0.004,0.004,,0.01,0.08,1.91,1.99,0.013,,S,3.0,29.6,73.0,3.0
2024-09-12 22:00:00,2024-09-12,22:00,0.0,0.0,0.003,0.003,,0.011,0.09,1.9,1.99,0.017,,SSW,3.9,29.0,78.0,4.0
2024-09-12 23:00:00,2024-09-12,23:00,0.0,0.0,0.003,0.003,,0.011,0.08,1.89,1.97,0.008,,S,2.8,28.9,78.0,4.0
2024-09-13 00:00:00,2024-09-13,00:00,0.0,0.0,0.003,0.003,,0.01,0.06,1.89,1.95,0.001,,SSW,4.3,28.6,78.0,4.0
2024-09-13 01:00:00,2024-09-13,01:00,0.0,0.0,0.002,0.002,,0.012,0.05,1.88,1.93,0.001,,SSW,3.9,28.5,77.0,2.0
2024-09-13 02:00:00,2024-09-13,02:00,0.0,0.0,0.002,0.002,,0.01,0.06,1.88,1.94,0.011,,SSW,3.3,28.3,79.0,2.0
2024-09-13 03:00:00,2024-09-13,03:00,0.0,0.0,0.002,0.002,,0.01,0.06,1.88,1.94,0.0,,SSW,3.8,28.1,79.0,3.0
2024-09-13 04:00:00,2024-09-13,04:00,0.0,0.0,0.002,0.002,,0.01,0.07,1.87,1.94,0.0,,SSW,3.7,27.8,79.0,1.0
2024-09-13 05:00:00,2024-09-13,05:00,0.0,0.0,0.002,0.002,,0.01,0.06,1.88,1.94,0.008,,SSW,2.9,27.8,80.0,3.0
2024-09-13 06:00:00,2024-09-13,06:00,0.0,0.0,0.003,0.003,,0.009,0.05,1.88,1.93,0.005,,SSW,2.7,27.6,80.0,3.0
2024-09-13 07:00:00,2024-09-13,07:00,0.0,0.001,0.003,0.004,,0.01,0.07,1.88,1.95,0.005,,SSW,1.7,28.4,77.0,3.0
2024-09-13 08:00:00,2024-09-13,08:00,0.0,0.002,0.004,0.006,,0.012,0.07,1.89,1.96,0.001,,S,3.6,29.3,72.0,4.0
2024-09-13 09:00:00,2024-09-13,09:00,0.001,0.002,0.004,0.006,,0.015,0.09,1.89,1.98,0.003,,SSW,4.5,30.5,68.0,7.0
2024-09-13 10:00:00,2024-09-13,10:00,0.0,0.001,0.003,0.004,,0.018,0.08,1.89,1.97,0.012,,SSW,3.4,31.8,64.0,3.0
2024-09-13 11:00:00,2024-09-13,11:00,0.0,0.001,0.003,0.004,,0.024,0.07,1.89,1.96,0.005,,SSW,4.7,32.3,59.0,5.0
2024-09-13 12:00:00,2024-09-13,12:00,0.0,0.001,0.004,0.005,,0.028,0.06,1.89,1.95,0.012,,SSW,5.2,32.2,58.0,5.0
2024-09-13 13:00:00,2024-09-13,13:00,0.0,0.001,0.003,0.004,,0.029,0.08,1.89,1.97,0.007,,SSW,5.1,32.7,58.0,4.0
2024-09-13 14:00:00,2024-09-13,14:00,0.0,0.001,0.003,0.004,,0.027,0.08,1.89,1.97,0.0,,SSW,7.2,32.5,56.0,4.0
2024-09-13 15:00:00,2024-09-13,15:00,0.0,0.001,0.004,0.005,,0.026,0.08,1.88,1.96,0.005,,S,4.8,32.9,57.0,4.0
2024-09-13 16:00:00,2024-09-13,16:00,0.0,0.001,0.003,0.004,,0.024,0.09,1.89,1.98,0.006,,SSW,5.0,32.1,59.0,5.0
2024-09-13 17:00:00,2024-09-13,17:00,0.0,0.001,0.004,0.005,,0.023,0.08,1.89,1.97,0.02,,S,4.0,31.2,63.0,2.0
2024-09-13 18:00:00,2024-09-13,18:00,0.0,0.0,0.004,0.004,,0.02,0.08,1.91,1.99,0.012,,S,3.7,29.9,68.0,3.0
2024-09-13 19:00:00,2024-09-13,19:00,0.0,0.0,0.004,0.004,,0.015,0.1,1.91,2.01,0.01,,SSW,4.0,29.5,70.0,1.0
2024-09-13 20:00:00,2024-09-13,20:00,0.0,0.0,0.003,0.003,,0.013,0.09,1.9,1.99,0.008,,SSW,3.8,29.4,71.0,5.0
2024-09-13 21:00:00,2024-09-13,21:00,0.0,0.0,0.003,0.003,,0.013,0.07,1.9,1.97,0.005,,S,3.0,29.3,69.0,3.0
2024-09-13 22:00:00,2024-09-13,22:00,0.0,0.0,0.003,0.003,,0.013,0.07,1.9,1.97,0.0,,SSW,4.3,29.1,66.0,1.0
2024-09-13 23:00:00,2024-09-13,23:00,0.0,0.0,0.002,0.002,,0.013,0.06,1.9,1.96,0.002,,SSW,4.9,29.1,64.0,2.0
2024-09-14 00:00:00,2024-09-14,00:00,0.0,0.0,0.002,0.002,,0.013,0.07,1.9,1.97,0.013,,SSW,4.5,28.6,68.0,0.0
2024-09-14 01:00:00,2024-09-14,01:00,0.0,0.0,0.002,0.002,,0.012,0.08,1.9,1.98,0.013,,SSW,3.6,28.4,70.0,2.0
2024-09-14 02:00:00,2024-09-14,02:00,0.0,0.0,0.002,0.002,,0.011,0.06,1.9,1.96,0.015,,SSW,4.2,28.2,71.0,2.0
2024-09-14 03:00:00,2024-09-14,03:00,0.0,0.0,0.002,0.002,,0.012,0.06,1.9,1.96,0.0,,SSW,3.6,28.1,72.0,2.0
2024-09-14 04:00:00,2024-09-14,04:00,0.0,0.0,0.002,0.002,,0.011,0.06,1.89,1.95,0.01,,SSW,3.9,27.9,75.0,3.0
2024-09-14 05:00:00,2024-09-14,05:00,0.0,0.0,0.002,0.002,,0.011,0.06,1.9,1.96,0.016,,SSW,2.9,27.5,79.0,2.0
2024-09-14 06:00:00,2024-09-14,06:00,0.0,0.0,0.003,0.003,,0.01,0.06,1.9,1.96,0.007,,SSW,2.3,27.4,80.0,2.0
2024-09-14 07:00:00,2024-09-14,07:00,0.0,0.001,0.003,0.004,,0.01,0.07,1.91,1.98,0.009,,SSW,2.7,28.0,79.0,4.0
2024-09-14 08:00:00,2024-09-14,08:00,0.0,0.002,0.003,0.005,,0.012,0.07,1.92,1.99,0.0,,SSW,4.1,29.1,70.0,4.0
2024-09-14 09:00:00,2024-09-14,09:00,0.0,0.001,0.002,0.003,,0.015,0.08,1.91,1.99,0.002,,SSW,4.0,30.6,64.0,6.0
2024-09-14 10:00:00,2024-09-14,10:00,0.0,0.001,0.002,0.003,,0.019,0.07,1.91,1.98,0.013,,S,4.5,32.3,60.0,4.0
2024-09-14 11:00:00,2024-09-14,11:00,0.0,0.001,0.002,0.003,,0.022,0.07,1.91,1.98,0.0,,SSW,5.1,32.8,56.0,4.0
2024-09-14 12:00:00,2024-09-14,12:00,0.0,0.001,0.002,0.003,,0.023,0.07,1.91,1.98,0.005,,SSW,5.0,33.4,56.0,6.0
2024-09-14 13:00:00,2024-09-14,13:00,0.0,0.001,0.003,0.004,,0.02,0.06,1.91,1.97,0.009,,SSW,6.5,33.5,54.0,3.0
2024-09-14 14:00:00,2024-09-14,14:00,0.0,0.001,0.003,0.004,,0.018,0.06,1.91,1.97,0.027,,SSW,5.6,33.7,59.0,4.0
2024-09-14 15:00:00,2024-09-14,15:00,0.0,0.001,0.002,0.003,,0.017,0.06,1.9,1.96,0.005,,S,4.0,32.5,59.0,3.0
2024-09-14 16:00:00,2024-09-14,16:00,0.0,0.001,0.003,0.004,,0.014,0.07,1.91,1.98,0.004,,SSE,3.9,31.9,62.0,0.0
2024-09-14 17:00:00,2024-09-14,17:00,0.0,0.001,0.002,0.003,,0.013,0.06,1.9,1.96,0.004,,S,4.5,31.0,64.0,1.0
2024-09-14 18:00:00,2024-09-14,18:00,0.0,0.0,0.002,0.002,,0.013,0.07,1.91,1.98,0.013,,S,4.4,29.9,70.0,3.0
2024-09-14 19:00:00,2024-09-14,19:00,0.0,0.0,0.002,0.002,,0.013,0.06,1.9,1.96,0.013,,SSW,4.6,29.6,72.0,3.0
2024-09-14 20:00:00,2024-09-14,20:00,0.0,0.0,0.002,0.002,,0.011,0.08,1.91,1.99,0.018,,SSW,4.6,29.2,76.0,6.0
2024-09-14 21:00:00,2024-09-14,21:00,0.0,0.0,0.002,0.002,,0.011,0.07,1.91,1.98,0.016,,SSW,4.2,28.7,78.0,5.0
2024-09-14 22:00:00,2024-09-14,22:00,0.0,0.0,0.002,0.002,,0.01,0.08,1.9,1.98,0.015,,SSW,4.6,28.5,80.0,3.0
2024-09-14 23:00:00,2024-09-14,23:00,0.0,0.0,0.001,0.001,,0.01,0.06,1.9,1.96,0.008,,SSW,4.4,28.5,79.0,3.0
2024-09-15 00:00:00,2024-09-15,00:00,0.0,0.0,0.001,0.001,,0.01,0.06,1.9,1.96,0.014,,SSW,4.7,28.5,81.0,4.0
2024-09-15 01:00:00,2024-09-15,01:00,0.0,0.0,0.001,0.001,,0.011,0.05,1.9,1.95,0.012,,SSW,4.8,28.4,82.0,4.0
2024-09-15 02:00:00,2024-09-15,02:00,0.0,0.0,0.001,0.001,,0.011,0.05,1.9,1.95,0.009,,SSW,5.0,28.4,80.0,4.0
2024-09-15 03:00:00,2024-09-15,03:00,0.0,0.0,0.001,0.001,,0.011,0.05,1.9,1.95,0.015,,SSW,5.4,28.4,82.0,2.0
2024-09-15 04:00:00,2024-09-15,04:00,0.0,0.0,0.001,0.001,,0.012,0.04,1.9,1.94,0.012,,SSW,5.6,28.4,82.0,4.0
2024-09-15 05:00:00,2024-09-15,05:00,0.0,0.0,0.001,0.001,,0.014,0.04,1.91,1.95,0.013,,SSW,3.9,28.4,80.0,6.0
2024-09-15 06:00:00,2024-09-15,06:00,0.0,0.0,0.001,0.001,,0.012,0.04,1.91,1.95,0.013,,SSW,5.6,28.2,81.0,4.0
2024-09-15 07:00:00,2024-09-15,07:00,0.0,0.0,0.001,0.001,,0.013,0.04,1.91,1.95,0.017,,SSW,5.9,28.5,82.0,3.0
2024-09-15 08:00:00,2024-09-15,08:00,0.0,0.001,0.001,0.002,,0.014,0.06,1.91,1.97,0.001,,SSW,5.3,29.5,72.0,5.0
2024-09-15 09:00:00,2024-09-15,09:00,0.0,0.001,0.002,0.003,,0.017,0.05,1.92,1.97,0.0,,SSW,4.6,31.1,64.0,6.0
2024-09-15 10:00:00,2024-09-15,10:00,0.0,0.001,0.002,0.003,,0.018,0.05,1.91,1.96,0.01,,SSW,6.9,31.8,61.0,4.0
2024-09-15 11:00:00,2024-09-15,11:00,0.0,0.001,0.002,0.003,,0.02,0.06,1.91,1.97,0.017,,SSW,6.0,32.3,59.0,6.0
2024-09-15 12:00:00,2024-09-15,12:00,0.0,0.001,0.002,0.003,,0.02,0.06,1.91,1.97,0.003,,SSW,7.1,32.8,57.0,2.0
2024-09-15 13:00:00,2024-09-15,13:00,0.0,0.001,0.002,0.003,,0.02,0.05,1.91,1.96,0.018,,S,6.3,32.7,58.0,7.0
2024-09-15 14:00:00,2024-09-15,14:00,0.0,0.001,0.002,0.003,,0.021,0.05,1.91,1.96,0.005,,SSW,6.6,33.2,56.0,8.0
2024-09-15 15:00:00,2024-09-15,15:00,0.0,0.001,0.002,0.003,,0.02,0.06,1.91,1.97,0.01,,S,5.4,32.6,58.0,5.0
2024-09-15 16:00:00,2024-09-15,16:00,0.0,0.001,0.002,0.003,,0.019,0.05,1.91,1.96,0.012,,SSW,5.3,31.9,61.0,5.0
2024-09-15 17:00:00,2024-09-15,17:00,0.0,0.001,0.002,0.003,,0.018,0.05,1.91,1.96,0.011,,SSW,5.4,30.7,65.0,4.0
2024-09-15 18:00:00,2024-09-15,18:00,0.0,0.0,0.002,0.002,,0.018,0.06,1.91,1.97,0.027,,SSW,4.4,30.3,68.0,5.0
2024-09-15 19:00:00,2024-09-15,19:00,0.0,0.0,0.003,0.003,,0.016,0.07,1.92,1.99,0.017,,SSW,4.3,29.8,71.0,7.0
2024-09-15 20:00:00,2024-09-15,20:00,0.0,0.0,0.002,0.002,,0.015,0.06,1.92,1.98,0.005,,SSW,5.4,29.8,66.0,5.0
2024-09-15 21:00:00,2024-09-15,21:00,0.0,0.0,0.002,0.002,,0.014,0.06,1.93,1.99,0.019,,SSW,4.4,29.6,68.0,7.0
2024-09-15 22:00:00,2024-09-15,22:00,0.0,0.0,0.002,0.002,,0.013,0.06,1.92,1.98,0.012,,SSW,2.2,29.5,70.0,6.0
2024-09-15 23:00:00,2024-09-15,23:00,0.0,0.0,0.004,0.004,,0.017,0.09,1.94,2.03,0.021,,NNE,1.9,27.0,89.0,4.0
2024-09-16 00:00:00,2024-09-16,00:00,0.0,0.0,0.003,0.003,,0.017,0.09,1.93,2.02,0.017,,NNW,0.6,26.4,94.0,4.0
2024-09-16 01:00:00,2024-09-16,01:00,0.0,0.0,0.005,0.005,,0.013,0.1,1.96,2.06,0.001,,W,1.2,26.2,93.0,3.0
2024-09-16 02:00:00,2024-09-16,02:00,,,,,,,0.08,1.93,2.01,0.004,,WNW,1.2,25.9,95.0,4.0
2024-09-16 03:00:00,2024-09-16,03:00,0.0,0.0,0.005,0.005,,0.011,0.08,1.93,2.01,0.0,,NW,0.6,25.8,92.0,1.0
2024-09-16 04:00:00,2024-09-16,04:00,0.0,0.0,0.005,0.005,,0.01,0.09,1.93,2.02,0.0,,NE,0.6,25.9,91.0,1.0
2024-09-16 05:00:00,2024-09-16,05:00,0.0,0.0,0.005,0.005,,0.009,0.1,1.93,2.03,0.001,,NNE,1.6,26.1,89.0,2.0
2024-09-16 06:00:00,2024-09-16,06:00,0.0,0.0,0.005,0.005,,0.009,0.11,1.94,2.05,0.005,,NNE,1.3,26.2,89.0,2.0
2024-09-16 07:00:00,2024-09-16,07:00,0.0,0.001,0.007,0.008,,0.007,0.14,1.96,2.1,0.011,,NNE,1.9,26.8,87.0,5.0
2024-09-16 08:00:00,2024-09-16,08:00,0.0,0.002,0.007,0.009,,0.008,0.13,1.97,2.1,0.015,,NNE,2.6,26.5,86.0,8.0
2024-09-16 09:00:00,2024-09-16,09:00,0.0,0.002,0.007,0.009,,0.01,0.13,1.97,2.1,0.004,,NNE,2.6,27.6,80.0,5.0
2024-09-16 10:00:00,2024-09-16,10:00,0.0,0.003,0.008,0.011,,0.01,0.14,1.99,2.13,0.02,,NE,2.2,27.2,86.0,7.0
2024-09-16 11:00:00,2024-09-16,11:00,0.0,0.002,0.006,0.008,,0.018,0.13,2.04,2.17,0.004,,NE,2.8,27.6,80.0,7.0
2024-09-16 12:00:00,2024-09-16,12:00,0.0,0.001,0.004,0.005,,0.03,0.09,2.01,2.1,0.005,,NE,2.8,28.6,71.0,8.0
2024-09-16 13:00:00,2024-09-16,13:00,0.0,0.001,0.005,0.006,,0.03,0.09,1.98,2.07,0.0,,ENE,2.2,28.9,69.0,5.0
2024-09-16 14:00:00,2024-09-16,14:00,0.0,0.001,0.005,0.006,,0.031,0.08,1.98,2.06,0.01,,NE,2.6,28.3,71.0,4.0
2024-09-16 15:00:00,2024-09-16,15:00,0.0,0.001,0.004,0.005,,0.031,0.07,1.98,2.05,0.009,,NE,2.5,28.1,71.0,5.0
2024-09-16 16:00:00,2024-09-16,16:00,0.0,0.0,0.004,0.004,,0.031,0.08,1.98,2.06,0.011,,NE,2.4,28.1,71.0,7.0
2024-09-16 17:00:00,2024-09-16,17:00,0.0,0.0,0.005,0.005,,0.03,0.08,1.98,2.06,0.01,,NE,2.2,27.7,72.0,4.0
2024-09-16 18:00:00,2024-09-16,18:00,0.0,0.0,0.004,0.004,,0.03,0.08,2.0,2.08,0.013,,NE,2.1,26.8,75.0,4.0
2024-09-16 19:00:00,2024-09-16,19:00,0.0,0.0,0.006,0.006,,0.028,0.1,2.01,2.11,0.014,,NE,1.6,26.4,78.0,9.0
2024-09-16 20:00:00,2024-09-16,20:00,0.0,0.0,0.006,0.006,,0.028,0.11,2.02,2.13,0.014,,NE,2.8,25.8,78.0,11.0
2024-09-16 21:00:00,2024-09-16,21:00,0.0,0.0,0.005,0.005,,0.029,0.1,2.03,2.13,0.016,,NE,2.2,25.7,78.0,10.0
2024-09-16 22:00:00,2024-09-16,22:00,0.0,0.0,0.006,0.006,,0.028,0.11,2.04,2.15,0.015,,NE,1.6,25.4,79.0,7.0
2024-09-16 23:00:00,2024-09-16,23:00,0.0,0.0,0.006,0.006,,0.027,0.1,2.04,2.14,0.01,,NE,1.8,25.1,79.0,6.0
2024-09-17 00:00:00,2024-09-17,00:00,0.0,0.0,0.006,0.006,,0.027,0.09,2.04,2.13,0.012,,NE,1.2,25.0,79.0,5.0
2024-09-17 01:00:00,2024-09-17,01:00,0.0,0.0,0.008,0.008,,0.025,0.1,2.04,2.14,0.012,,NE,0.9,24.7,80.0,6.0
2024-09-17 02:00:00,2024-09-17,02:00,0.0,0.0,0.007,0.007,,0.025,0.09,2.04,2.13,0.01,,NNE,0.9,24.6,81.0,6.0
2024-09-17 03:00:00,2024-09-17,03:00,0.0,0.0,0.007,0.007,,0.024,0.08,2.03,2.11,0.016,,NNE,0.8,24.5,81.0,6.0
2024-09-17 04:00:00,2024-09-17,04:00,0.0,0.0,0.008,0.008,,0.022,0.08,2.05,2.13,0.009,,SSW,0.8,24.6,82.0,7.0
2024-09-17 05:00:00,2024-09-17,05:00,0.0,0.0,0.009,0.009,,0.02,0.1,2.05,2.15,0.017,,S,1.0,24.6,83.0,9.0
2024-09-17 06:00:00,2024-09-17,06:00,0.0,0.0,0.011,0.011,,0.018,0.14,2.08,2.22,0.025,,SSW,1.7,24.7,84.0,12.0
2024-09-17 07:00:00,2024-09-17,07:00,0.001,0.002,0.015,0.017,,0.015,0.19,2.11,2.3,0.035,,SW,0.7,25.2,84.0,14.0
